Avg_Temperature_C_Jan,Avg_Temperature_C_Feb,Avg_Temperature_C_Mar,Avg_Temperature_C_Nov,Avg_Temperature_C_Dec,Rainfall_mm_Jan,Rainfall_mm_Feb,Rainfall_mm_Mar,Rainfall_mm_Nov,Rainfall_mm_Dec,Crop_Yield_t_per_ha,Seasonal_Avg_Temp_Nov_Mar,Seasonal_Avg_Rain_Nov_Mar
17.23,16.27,32.95,23.87,17.78,24.2,18.59,21.9,78.53,24.97,3.37,21.62,33.638
16.89,17.82,29.59,24.66,17.0425,6.3,45.8,36.39,125.01,23.215,3.286666666666666,21.2005,47.343
20.46,21.35,29.88,26.43,14.01,7.9,24.19,19.44,104.25,23.74,2.74,22.426,35.904
18.38,18.27,34.12,23.23,22.64,16.91,18.48,29.57,113.92,23.93,2.57,23.328,40.562
19.14,16.99,28.44,25.02,17.12,26.0,17.64,16.47,101.62,31.66,3.0400000000000005,21.342,38.678
12.22,18.57,33.62,18.89,14.4,22.93,12.07,7.18,128.03,13.53,3.8,19.54,36.748000000000005
19.04,19.11,31.41,22.75,19.15,26.45,20.9,18.49,125.87,27.3875,2.853333333333333,22.292,43.8195
19.45,16.72,34.4,24.0,19.91,25.16,24.32,27.54,75.49,25.13,2.92,22.896,35.528
14.78,16.46,34.49,21.79,19.32,12.37,10.6,18.06,123.47,29.38,3.14,21.368,38.776
18.47,15.69,29.78,26.05,19.69,33.7,20.65,28.9,80.09,25.59,2.8633333333333333,21.936,37.786
17.55,17.87,36.71,22.9,17.68,27.56,39.82,6.72,63.38,29.45,3.91,22.542,33.386
18.57,19.32,31.47,25.17,18.975,23.34,40.1,12.02,89.22,30.7025,3.303333333333333,22.701,39.0765
19.64,20.13,36.15,23.38,19.18,25.07,31.69,26.49,106.57,31.09,2.8633333333333333,23.696,44.182
17.81,19.22,30.66,21.54,18.5,22.79,21.87,21.94,94.67,35.77,3.1,21.546,39.408
20.24,17.56,31.66,25.42,19.3,33.11,8.53,26.33,121.68,29.87,2.8200000000000003,22.836,43.90400000000001
16.11,20.5,28.91,25.57,18.92,23.23,24.91,19.5,112.76,26.08,2.75,22.002,41.296
18.2,18.05,36.35,25.9,17.6575,12.27,24.98,29.59,82.69,21.455,3.4633333333333334,23.2315,34.197
15.36,20.36,26.86,20.93,16.2,38.31,15.31,33.54,138.33,24.92,4.05,19.942,50.082
21.1,20.36,38.18,25.96,18.66,21.16,20.68,37.55,109.92,12.52,4.25,24.852,40.366
17.44,17.99,35.37,24.11,17.97,3.35,24.03,5.59,31.52,27.96,3.106666666666667,22.576,18.49
19.03,19.7,29.79,22.49,17.8,32.05,13.8,25.8,57.33,20.42,2.92,21.762,29.880000000000003
18.35,16.34,28.78,24.25,17.994999999999997,16.33,20.86,-9.21,148.74,23.045,4.0,21.143,39.953
17.42,19.77,31.46,24.97,18.65,4.37,19.22,51.93,74.61,17.48,3.23,22.454,33.522000000000006
17.33,16.09,38.19,22.39,16.71,15.96,24.24,9.32,117.89,30.3,2.67,22.142,39.542
21.62,17.39,31.5,23.79,18.54,23.51,0.45,33.06,136.75,23.04,4.263333333333334,22.568,43.362
18.74,20.39,30.79,25.35,18.08,12.1,8.79,25.24,157.0,21.36,4.17,22.67,44.898
18.51,21.33,26.48,24.99,16.900000000000002,29.83,30.14,7.2,105.55,27.595,3.3433333333333333,21.642000000000003,40.06299999999999
16.85,23.12,35.45,24.36,16.28,21.22,19.04,12.97,59.94,27.0,2.856666666666667,23.212,28.034
19.12,19.67,31.79,24.83,18.76,30.81,24.59,3.39,42.11,26.11,2.94,22.834000000000003,25.402
19.74,15.3,34.14,20.13,16.7,22.83,25.86,20.47,63.78,30.44,3.01,21.202,32.676
17.67,22.62,35.5,27.1,15.86,11.74,13.36,36.21,153.88,26.83,3.53,23.75,48.404
15.66,19.08,30.27,23.65,17.0825,1.98,27.59,-5.91,151.35,13.085,3.996666666666666,21.1485,37.619
20.94,16.66,30.18,23.27,15.26,17.91,30.4,38.26,105.54,3.86,3.79,21.262,39.194
20.4,15.91,35.56,22.29,15.31,13.43,25.37,27.19,110.78,10.28,3.03,21.894,37.41
16.81,14.52,33.74,21.92,19.11,7.19,0.52,21.48,115.09,17.9,3.45,21.22,32.436
17.81,19.63,32.09,22.84,18.65,19.14,25.78,5.08,117.66,20.3,4.18,22.204,37.592000000000006
18.56,22.89,32.33,23.68,17.9275,8.75,21.29,27.26,87.19,12.045,3.546666666666667,23.0775,31.307
19.65,15.42,30.99,24.03,15.98,20.73,7.05,36.69,99.28,3.45,3.513333333333333,21.214,33.440000000000005
16.85,17.93,29.86,24.97,18.4,14.53,14.57,21.06,76.82,18.56,4.05,21.602,29.108
16.59,18.2,33.5,26.63,17.82,12.72,18.7,9.47,47.41,20.3,3.5033333333333334,22.548,21.72
20.49,14.49,34.92,24.82,19.51,-1.7,14.55,19.69,48.92,5.87,4.1,22.846,17.466
19.58,20.81,33.76,24.45,17.259999999999998,10.91,5.98,41.9,139.21,24.3625,3.983333333333333,23.172,44.4725
18.52,15.53,33.57,25.93,14.79,27.82,6.8,22.97,112.38,21.85,2.686666666666667,21.668,38.364
17.51,16.22,31.77,26.09,19.64,12.46,11.84,23.41,89.74,38.97,4.28,22.246,35.284
19.42,19.26,32.69,26.66,16.15,20.92,37.63,11.91,129.65,14.87,3.6466666666666665,22.836,42.996
15.69,18.33,31.88,19.95,18.46,4.99,11.44,14.65,105.59,21.76,3.59,20.862,31.686
21.37,17.98,32.23,24.1,17.1875,28.82,34.8,11.39,75.07,21.1,3.1133333333333333,22.573500000000003,34.23599999999999
17.52,16.85,33.5,23.87,18.54,10.92,27.55,10.22,63.67,19.5,3.236666666666667,22.056,26.372000000000003
16.28,20.01,34.51,25.09,16.7,16.15,14.23,8.7,131.05,20.47,4.02,22.518,38.12
17.46,17.5,29.97,25.02,13.58,29.48,33.01,-2.3,137.42,23.61,4.0,20.706,44.24399999999999
17.03,15.82,36.53,20.44,19.93,24.04,11.83,24.02,144.88,20.82,4.25,21.95,45.118
18.99,19.3,31.3,26.93,18.1375,18.62,35.23,17.66,93.23,22.7525,3.313333333333333,22.9315,37.49849999999999
16.91,15.7,30.2,21.04,18.14,21.11,23.76,17.08,78.4,5.75,3.966666666666667,20.398000000000003,29.22000000000001
18.69,18.65,29.97,21.92,17.08,2.37,16.15,26.12,97.73,30.57,2.51,21.262,34.58800000000001
20.99,24.74,30.8,26.74,19.95,23.38,10.8,19.39,105.27,27.96,2.92,24.644,37.36
17.49,20.55,24.03,23.93,17.38,16.32,17.08,23.46,64.94,26.73,2.94,20.676,29.706
20.21,13.65,30.39,23.55,17.86,18.8,28.47,19.09,89.52,23.78,3.146666666666667,21.132,35.932
19.6,15.89,34.85,25.02,17.96,3.84,9.32,37.11,141.21,16.97,3.983333333333333,22.664,41.69
21.22,21.28,32.23,24.9,17.73,33.15,27.42,3.98,62.8,29.53,2.71,23.472,31.375999999999998
17.59,20.17,33.44,25.66,16.21,20.07,14.22,47.31,94.56,13.31,3.296666666666667,22.614,37.894
19.84,18.29,29.88,25.42,19.54,14.58,13.85,23.43,107.0,35.31,3.27,22.594,38.834
16.78,15.71,31.9,26.0,19.255,23.62,21.09,17.92,79.88,19.045,3.87,21.929,32.311
18.58,17.73,34.38,20.63,20.78,22.6,28.11,2.51,75.82,17.5,3.33,22.42,29.307999999999996
15.53,17.95,29.57,25.06,19.93,14.08,22.8,24.24,38.83,36.16,3.47,21.608,27.222
21.15,17.56,28.81,23.1,18.37,22.5,32.28,11.27,61.73,8.2,3.186666666666667,21.798,27.196
14.95,18.53,30.91,26.11,17.94,22.41,37.69,22.8,106.7,14.32,4.09,21.688,40.784000000000006
16.09,20.97,31.06,22.7,17.485,24.72,23.56,19.99,139.64,21.7025,4.213333333333334,21.661,45.9225
14.27,16.63,26.09,23.62,20.84,30.08,27.91,28.93,127.65,14.0,2.686666666666667,20.29,45.714000000000006
15.1,15.5,34.66,25.38,17.74,19.88,23.64,15.79,23.25,35.11,2.91,21.676,23.534
15.94,20.43,31.24,25.14,16.54,12.51,28.21,31.34,103.16,9.77,3.79,21.858,36.998000000000005
19.94,18.07,25.07,24.92,14.82,28.03,10.44,21.57,150.23,27.93,4.37,20.564,47.64
17.09,18.65,33.87,23.34,16.955000000000002,34.52,23.0,8.61,118.1,17.225,3.5766666666666667,21.981,40.291
18.08,19.48,31.31,25.35,16.91,9.98,14.87,10.06,117.75,18.37,3.93,22.226000000000003,34.206
18.2,15.52,32.49,23.59,17.29,35.49,5.32,20.51,80.5,14.26,4.19,21.418,31.216
18.68,18.79,32.98,24.01,16.68,10.06,34.13,16.3,51.21,14.02,3.5033333333333334,22.228,25.144
19.68,22.38,30.31,27.61,16.94,13.82,1.06,19.17,94.27,22.25,2.83,23.384,30.114
15.885071553738314,17.920733705908287,31.98309283766743,20.181069465969394,18.5301674747345,7.315658203637451,12.725588823308776,13.94775707213547,100.5520375674003,22.766595963962253,3.527410980071674,20.740394360069317,31.99538250304506
20.48217083135085,17.17161920069267,30.70900025434475,25.728839218271887,18.206878264806484,34.487773299507616,6.39991341575123,21.49021164141561,57.4147805415854,25.388000937551688,3.00260553486282,22.40739916387713,29.33521526278798
18.28278731122733,18.056968828386886,36.250607713801216,25.82262728230418,17.508059441124193,11.334033835316639,23.227453552465125,28.765348280272097,87.99089161956695,21.942656554414366,3.440028525472818,23.16687205251766,33.85494025354964
18.727243873546207,19.25726501520909,31.85261685779253,25.275094060294407,18.792804354482385,23.767764658186945,39.395571462010615,12.3614415497476,86.55059924559899,30.848056355948376,3.1845462302958034,22.72540151971166,39.190149562973275
16.71077271851946,20.997655575085997,38.06290934286453,22.765594116272702,16.990422991470727,22.191117272209368,40.32273792889329,33.06943098057933,46.26641807431657,46.90972013104819,2.974356285244294,23.145678460162646,37.47907406854687
15.781881008703758,19.19271246174715,30.968465835810147,23.293816702590835,18.174344609375673,16.329688502653198,27.35098179413071,19.36532969407864,74.00155474388308,21.447754315508533,3.372123304751419,21.705625380096407,31.61654173700942
15.590052151270768,20.728372516883347,31.648750866726022,20.943326942000148,17.12400513964669,27.146099771748382,13.626169739174907,19.808512373403275,138.66632689693787,29.244934171842917,4.34935610720622,21.187319246673717,46.324016058574685
20.052788628504764,18.29415257129437,25.00399873500021,24.88410162154256,15.256345221540252,26.897942015579996,9.682644489113446,21.132345440269884,147.53861702206896,27.510360449191445,4.358683443884195,20.575005295030948,46.90699055809316
18.806223713878584,20.300476684004277,30.48520020868797,25.120862209965413,18.13407674432171,11.773436514080776,8.434229055396585,23.291142885689748,159.200317528216,19.96730392819115,4.16511519847307,22.761349653188546,45.294965969312244
18.62315850622806,19.32258786812757,31.542755144963024,25.0796430615884,18.797573462263703,22.77118248076387,39.62323246027708,11.256676954891436,87.2040040621148,30.094305784434166,3.324379820438079,22.64888994071661,39.05412000445725
18.896042505599194,19.64385285045975,29.35822613434499,22.719052700425777,17.56604515186246,32.5375935457775,12.267858311264643,25.73951171222608,55.96026092262496,20.54770938265534,3.050966120304948,21.77710935734099,29.64866570429373
17.958233229973086,18.30688374294495,36.778410189103276,23.724124167768323,18.193685707676778,20.217343250689886,13.566546457917386,33.3333978079297,48.44248032973397,23.572777672348337,2.9863637966553305,22.700336423404103,28.78611411267429
18.45435086321967,18.152116723553497,33.85395074433732,22.829137178092388,22.571235519595408,16.142549889275923,18.699117998177204,29.678243921385263,117.94596129063756,23.173605275147935,2.613931546755176,23.429748825862482,41.50852529583762
19.64498164905191,15.987672602434445,34.7878029314501,25.083115696392333,18.032860374068907,5.03834633676044,8.63560282720087,36.170053094601066,140.20640602420502,17.206329068777436,4.098632335714871,22.66839532951037,41.08163564952488
15.405563084247412,17.82632408777685,29.789868105099025,25.345008703578888,20.413678399487612,13.8766113634304,22.814564265821026,22.980415983664837,41.311946110968854,36.71647743213143,3.6107637483359794,21.767313511011928,26.530454963257096
21.02105803609345,24.417365769272262,30.820805667960634,26.481522606048873,20.0596853973602,22.299267558838118,9.60026224967969,19.353229685787245,107.75941096286614,27.371212480625562,2.9553838854206362,24.905218895478125,35.90029638195494
19.846666948555338,17.057593481442503,34.32700624815368,24.11161467118763,19.952280089023862,23.725827367923966,24.14249643527064,26.714347261303455,73.87029817809633,23.68368935594469,2.8604226794500587,23.05817056542591,36.14540059864428
18.57294309176062,20.744703066678888,30.308752015823618,25.363927252978446,18.004844165571935,11.064314093007736,9.161794399950518,25.354878939168856,159.73494673384758,21.18680850460542,4.172565427918125,22.66323112987548,45.7170039498232
15.443892955815661,20.148041619733455,31.94292569787051,20.86177374249445,17.416292998291556,25.6102159495623,14.758195383523518,19.773267491857133,135.67581875725176,29.982585994267197,4.257785146188349,21.166088592223492,44.84105930205401
18.276949081909258,15.256728685045331,32.22432994373298,23.65858725046195,17.23142947438499,35.43936801590616,5.371093074574927,20.88998335708598,78.42027653280017,13.760567610699777,4.16035256084537,21.515096947050335,30.99876673242797
21.14450842977834,17.79899779078912,29.100046675775687,23.276236532907664,17.949545608272782,22.113307034485203,31.072565440156513,9.971982233006914,59.81924793051459,7.932737361362459,3.086061970002947,21.838182393042125,26.475746730084296
21.179297686530393,21.340954711159757,32.89134436669141,24.64424288885522,17.838375726792307,32.832056689975445,25.5213300967159,2.233782574920708,58.37944863922911,27.45369810923472,2.722391833478956,23.518348146653267,32.062006106157355
16.63740234366428,17.585583497344217,29.70840998532509,24.386193458028636,16.79775769162307,6.648978672738826,46.84790514920197,36.36413091893558,123.03342740679383,23.67134996988478,3.263501000832932,21.099676872289688,47.61170483905728
19.620546477652873,19.97813341132028,36.07172400794217,23.41161815223033,19.222297232983784,25.507945914349015,31.590421266055248,26.69101817276785,101.56480760852473,32.34965761096777,2.8721267483279194,23.562672423603328,43.4661245062086
18.779379489952518,19.781858711733722,29.8829836861249,22.791526261401216,17.80273286237252,31.520883903120485,14.605882927943911,26.00255310141452,52.3416707714096,22.479668423150336,2.9080239013347904,21.92616099454483,30.651931345596267
21.18584826784762,24.922634596429397,30.72367363508266,26.928190119665107,19.983018323113058,22.967058846250733,10.277072002600876,18.07410470880102,103.46342191063958,28.710568857697215,2.871532684384627,24.656418466540106,37.74345438339326
17.893447006943745,19.52533719704437,31.011802473542268,25.288360590710973,17.053225719241688,9.501507319907928,14.565498180604676,11.656075340042658,122.00511840993225,16.809678733821308,4.0386492068967605,22.063239268707097,34.41257644877885
19.27616230746442,15.476283502643438,35.11586685384672,25.207747815865766,18.14633164248947,4.107112068461089,9.39657026033518,36.8315239526489,137.9424670097369,16.99231047222687,3.9499179418962864,22.542613374239856,41.4186147856581
17.443314174696877,13.907804573788123,28.51605354687655,22.144340981076823,14.535398164916622,30.574991498302627,21.41082341238464,21.84944744246798,115.39648091994947,19.34178174926906,2.644535254633923,19.362417144021343,42.50719354099964
20.676486333286345,21.5271241458594,29.873937679790693,26.218210311418723,14.251702891209453,8.055577499633149,24.249931906888317,18.679698946882752,107.93053827809504,25.036101129918418,2.684196674102098,22.46514990060669,35.256218964155636
16.70369762659729,17.580744510886785,30.9692911601187,25.668206542489003,18.109743204629417,28.644606664786323,27.892444517719696,14.56786111691788,138.7788448304404,30.041036452818137,4.276844229751359,21.65303737492023,49.1486330477198
15.712755949532742,20.436114181891103,32.29060911631258,20.72474566041305,17.412476482739834,25.542008976396698,12.950236725343855,19.272419761283725,133.84004174985853,31.044602041565117,4.180609544929583,21.239103014101826,44.789245074729166
18.408954982508856,15.180423686484659,33.64796567981877,26.103579732013806,14.95892804888636,28.32188119836184,7.529052878729851,23.812477696101034,110.62765535720577,22.008743647146222,2.6392827307121514,21.509710284476743,37.49451728645419
18.622174037012325,16.02953081638526,29.89625189741837,26.083494794433264,19.727094644365174,33.537086100356674,20.448212430692593,28.318612938687604,81.53738470523948,25.502182705627497,2.797202449519672,21.837992624166517,37.896191332354356
18.263402017750362,13.322642746675667,28.649234553206426,22.402093830404755,14.489313088159342,29.474566795799166,24.826036375029414,21.360268209073798,115.009376447321,21.35661194405945,2.542248283632337,19.381748717965966,42.314728152916416
18.689156971352084,17.504449839676766,29.9908371210491,23.074838465005787,17.797411748939457,13.601287697086503,13.951728464350117,27.657004838512368,109.79205497580041,26.091290964815595,2.792371567242744,21.25999061921179,38.70099373793851
16.425479440235602,20.032864072213187,34.48917253765658,24.89569558208797,16.887726439649317,15.818373498119517,14.547819520031119,9.847064631847303,130.16269249022235,21.06386586647705,4.065859598582885,22.421556360958814,36.941618412420574
17.184859153511578,17.514600273773617,29.979483286440768,24.927024201881554,13.367253298785943,28.777211289168985,33.80761060237514,-4.092058642524563,138.43263355913373,23.409828705990563,4.064893924806308,20.742971839890362,43.063549286857
19.14509162979568,16.64017971111388,28.16190346054265,24.473267817381345,17.58554428264543,28.568861030965618,36.760271097406125,3.7469870408523125,89.80974683169349,2.1586601373491616,4.4669053521257815,21.10582084399371,33.40343704919312
16.642195732112512,15.732298140815816,30.276341505082097,21.067115548467132,18.182567979055484,19.947739253442027,21.94669066332481,17.224510408265164,80.99271077363744,4.790983798522196,3.8843497484645217,20.427394693885656,29.40150010201286
18.357118789444602,19.340558175922062,31.574621077420765,25.352605715742104,17.035743160969222,10.845639141948341,13.558641737267699,10.448303082834325,115.06633329222666,19.104867075735108,3.887394896597718,22.099402755547185,33.438162420824604
17.471193901110656,21.098745296463807,30.242900824550077,28.432755268887178,11.714677466766524,7.55818836713457,5.024026870056233,22.340753154994225,39.76625526469923,11.068108151962296,3.4659160753099627,21.90472405889053,18.48471918461579
19.205301949921445,18.943926723488254,31.564575159329312,22.79282218379259,19.154150821076644,24.61247533377317,22.36430956018025,17.06102826845149,122.82713834397155,26.589263151511506,2.8256037752832808,22.196378597707877,43.10826895543798
19.258732016438795,17.446528889120717,29.24848639030797,25.0317428120681,17.149429421041237,27.583578352512973,18.430150236972732,15.774423932249743,99.63628012344643,31.652029254936686,3.0456069978799283,21.144118846374013,39.10109650495004
15.827070141528107,18.731922852267278,23.464524706001896,23.12979026846923,17.78560636349037,19.159606397921777,15.761572690243463,17.16778622613567,142.30734438784367,32.893213356613614,4.1655408332614225,19.71247789053459,48.50105473244549
17.081152491034874,15.906775989389471,36.57365741785326,20.580409105842826,19.988368005627997,23.003617821629586,11.523384812103398,23.14313883626906,150.69099317884346,20.073989231845353,4.232464744470884,22.03962338758147,46.35819851045245
20.501163662918312,14.393212916591398,35.0315843045606,24.828699484060746,19.044807364720302,-1.8202737617946454,14.547768066133944,19.081894177069238,52.18652733383815,6.102750283650516,4.165524548532453,22.812559700956044,17.34053809867409
16.814503168608542,17.578718443998206,29.88850482571429,24.50447718889867,17.068692666303985,6.717290105820763,45.16899519677932,37.304560658634394,123.64356867150929,23.109952385646757,3.3278908451063343,21.26991396398266,46.917584533646206
18.80410535318315,18.69831853693797,33.18299034550644,24.070605609844574,16.693300520861857,9.14017764584182,35.00005168055736,15.812125480295839,59.34665002924376,13.97167949706436,3.495845646211775,22.121813542281313,25.69701832525353
20.516084187482303,16.8090727260099,30.579155628748108,25.98406990573156,18.140827907905166,34.33111212672733,7.738402432320905,21.199051233496043,64.64087024119533,24.848201561841233,3.0019136536272453,22.328446432740638,31.15084985547047
16.995162928380253,15.532338805414428,30.46830583499079,20.943774354360276,18.217114700165833,20.404098391676253,24.434942728929023,17.35844976175967,78.63147259111076,5.763160428031364,3.8523124265749478,20.402899479183624,29.048234555956157
17.07689132703039,17.630770719423506,31.347915148879572,25.448662303925772,17.567607286992995,28.092619219170555,27.549557165682977,13.277993040005805,143.7827525386157,28.482025439514914,4.266589170306461,21.85639762186627,48.75865796149516
17.55891476997721,21.01707902967259,30.71827509781988,28.539938518278905,11.308183793735298,5.7169569369657625,3.9585220490741664,20.516915175322005,42.15412018364682,10.565082192769456,3.3887712332792703,21.916768671368782,16.633328138488135
21.056668832110518,17.51806144366425,28.919588498092423,23.318416358889593,18.640099241508423,21.425606379276008,31.976842258597014,11.112899010528093,61.70573849140543,8.368555894180053,3.2079739824365157,21.98928230034762,27.797949782478117
20.288143504084058,19.537772669962386,35.609818304917994,23.9236538668721,19.15659369024643,27.504264812394034,6.769407903139063,22.830444692518395,88.26133919623149,17.110105042262177,3.879244489432785,23.771778646178124,32.030103344925294
16.534133150917075,15.733958502146894,29.49957010769285,20.94224038483489,18.092928926793558,20.91771634956778,23.318587126283074,17.331955061616558,76.84615627469067,4.943695165731908,3.9842698620689987,20.30578930465278,29.419387976864684
20.313272514757404,17.264162055739785,31.00701584400226,26.04445871335831,18.221858380358647,34.24441845041621,5.13882941862249,21.602215650874523,59.9524007852738,25.114872453123315,3.091959959096897,22.51043290019754,30.46225223026102
15.286340680522661,20.15909193190111,32.10821803665273,20.8805172915674,17.35302399129826,26.18684829139962,12.32876361625296,21.25570089986469,135.49539296496988,30.376574115609685,4.2179552499360575,21.2882445719166,44.641633136119154
18.775524568166166,19.80336716019745,29.602706035760804,22.622221459293876,17.90533288514441,32.17624962549514,13.911300205469832,25.837804230324735,56.76404173214671,19.71053692647309,2.97961196340442,21.828474653168655,30.419458841141722
16.595797124300454,17.469945651114983,31.3149399542433,25.023861079666723,18.188525296536508,30.01034385852258,30.027001896261964,13.17656956087601,143.6727389530254,29.63578114521757,4.231002075903657,21.784550911811248,48.36124556875233
18.75487240616304,16.30495350868759,29.085590194455886,23.951669562195086,17.89441649720892,17.117601916386956,19.765587481430003,-11.034619133524458,156.15837954711262,22.52669423757062,4.017144194832869,21.13937310514085,40.45021230730138
18.628298654050294,21.54069143575706,26.738754386949008,25.11313765867194,17.038425955800307,29.916745675608617,29.30217136847877,6.9587329770696,103.46790277192963,27.10304002999137,3.3431005091350694,21.40406211806947,40.94580002909246
19.770786084936976,20.718288772702387,34.14552978570742,24.440790919577527,17.249584562829757,12.700721394146687,4.013460476048204,43.06459099523376,140.59983557832024,24.775432817313064,3.9171939713940436,23.157285700003985,44.64811633809387
20.50785893956735,15.941818183200738,35.72283777472088,22.386395444103666,15.314846886900234,11.819840929424844,26.06643091099057,29.06668840742192,114.98318676903087,9.440741415026048,3.062079874352416,21.88358794711751,38.039533230229814
17.328426663263325,19.472893223317868,31.692232364009318,25.036794947408573,19.077131081939267,3.33851341698136,19.656528643870953,52.66935101726144,72.47497907873499,17.885605832736456,3.186684974262213,22.513474539874775,33.54675969407593
18.814404080345774,19.238079898351756,30.810035409475574,27.026376371165668,18.22979337679318,18.167105341682117,34.883839037108636,17.472957888958714,91.7189780762683,21.982486541692897,3.331436584787865,22.88172197359282,37.442345169536495
18.68642176904202,23.063197269658193,31.977562277274682,23.808264354746168,18.004203986491294,9.013837994935932,19.495818380778026,29.31026688595982,90.97794083483136,12.173233527337967,3.556077308164599,23.10176258312382,31.25012909524859
16.000604330915646,19.095156645464595,30.1220972258771,23.43619350519793,17.262291367615386,2.859746644475158,28.20121322450288,-7.72828333411981,145.90617212261682,14.086964099456278,3.949606823834898,21.28764767559037,37.11107010157424
16.329174836229413,19.116188618994503,28.150575931800482,21.93788405849527,16.262406132708684,18.976831014552573,28.329324437358444,16.36572546775544,98.9498693428264,21.61353506775469,3.2718953960864297,20.544404490129157,37.39536414321918
16.600282338490814,15.799323489709472,31.698460613811715,25.8010941814936,19.5014151984883,23.477045377778897,19.940843407036834,19.620038981688552,83.64723015070922,19.125152609327586,3.98419721910263,21.896639372219997,33.773364831462686
19.570404775315634,15.580893613283056,30.98907851856551,23.891046862347505,15.70872301996687,21.426622527461433,6.316156444062258,36.99539894262405,93.70957943871846,3.0335736059510072,3.5103787240591595,21.23225115921152,34.64981991595062
18.967195219710657,19.994500844714082,31.707193109724862,24.53235038956812,18.63298185087355,31.133504774477395,25.259168547841107,2.9127302758180345,42.728299301135195,26.39798898051642,2.869104694566662,22.584351743500896,25.334352044739628
19.001745707628185,19.899284948662736,29.510691398859453,22.669799141571783,17.633902027261293,31.48341723436223,13.082849817759744,26.56994310029304,57.32511656361143,20.877637534807665,2.9105774586394144,21.563973097859105,29.486245486899005
20.191144341390135,17.232820084874177,30.5295448594731,26.24528569309878,18.412920812313953,34.810659626818016,6.638073636093182,23.26853520291284,62.88210282122317,23.684570006507663,3.0563195655983355,22.448240202198313,30.184994974762176
17.084455003977105,14.412981995406689,33.40911976350022,22.309162779828974,18.95657606464899,7.034489043860454,0.4848478267423783,20.621948972313106,112.25047788728773,17.655586997871616,3.46941129011344,21.2496066667918,32.10379143898616
18.62134639555547,21.163929171895553,26.123889791106045,25.153690108580467,16.980726546365574,29.888166816382476,28.570511175420776,7.260173821187505,105.52129004355696,27.595339068294923,3.308350082159754,21.547396225287986,40.51114251471583
