Avg_Temperature_C_Jan,Avg_Temperature_C_Feb,Avg_Temperature_C_Mar,Avg_Temperature_C_Nov,Avg_Temperature_C_Dec,Rainfall_mm_Jan,Rainfall_mm_Feb,Rainfall_mm_Mar,Rainfall_mm_Nov,Rainfall_mm_Dec,Crop_Yield_t_per_ha,Seasonal_Avg_Temp_Nov_Mar,Seasonal_Avg_Rain_Nov_Mar
20.99,24.74,30.8,26.74,19.95,23.38,10.8,19.39,105.27,27.96,3.018643614078896,24.644,37.36
17.49,20.55,24.03,23.93,17.38,16.32,17.08,23.46,64.94,26.73,2.94,20.676,29.706
20.21,13.65,30.39,23.55,17.86,18.8,28.47,19.09,89.52,23.78,3.5698218626464486,21.132,35.932
19.6,15.89,34.85,25.02,17.96,3.84,9.32,37.11,141.21,16.97,3.884072571086656,22.664,41.69
21.22,21.28,32.23,24.9,17.73,33.15,27.42,3.98,62.8,29.53,2.71,23.472,31.375999999999998
17.59,20.17,33.44,25.66,16.21,20.07,14.22,47.31,94.56,13.31,3.207582426392479,22.614,37.894
19.84,18.29,29.88,25.42,19.54,14.58,13.85,23.43,107.0,35.31,3.27,22.594,38.834
16.78,15.71,31.9,26.0,19.255,23.62,21.09,17.92,79.88,19.045,4.147759574571696,21.929,32.311
18.58,17.73,34.38,20.63,20.78,22.6,28.11,2.51,75.82,17.5,3.38973460341196,22.42,29.307999999999996
15.53,17.95,29.57,25.06,19.93,14.08,22.8,24.24,38.83,36.16,3.47,21.608,27.222
21.15,17.56,28.81,23.1,18.37,22.5,32.28,11.27,61.73,8.2,3.4897542992178856,21.798,27.196
14.95,18.53,30.91,26.11,17.94,22.41,37.69,22.8,106.7,14.32,4.09,21.688,40.784000000000006
16.09,20.97,31.06,22.7,17.485,24.72,23.56,19.99,139.64,21.7025,3.490620523250129,21.661,45.9225
14.27,16.63,26.09,23.62,20.84,30.08,27.91,28.93,127.65,14.0,4.3492349732957125,20.29,45.714000000000006
15.1,15.5,34.66,25.38,17.74,19.88,23.64,15.79,23.25,35.11,2.91,21.676,23.534
15.94,20.43,31.24,25.14,16.54,12.51,28.21,31.34,103.16,9.77,3.622913934520078,21.858,36.998000000000005
19.94,18.07,25.07,24.92,14.82,28.03,10.44,21.57,150.23,27.93,4.37,20.564,47.64
17.09,18.65,33.87,23.34,16.955000000000002,34.52,23.0,8.61,118.1,17.225,3.914618227617584,21.981,40.291
18.08,19.48,31.31,25.35,16.91,9.98,14.87,10.06,117.75,18.37,3.9593763370304247,22.226000000000003,34.206
18.2,15.52,32.49,23.59,17.29,35.49,5.32,20.51,80.5,14.26,4.19,21.418,31.216
18.68,18.79,32.98,24.01,16.68,10.06,34.13,16.3,51.21,14.02,3.123998786915943,22.228,25.144
19.68,22.38,30.31,27.61,16.94,13.82,1.06,19.17,94.27,22.25,2.83,23.384,30.114
17.71045101581285,17.02925693919158,33.220821042721724,24.178011438836183,18.525262449050842,11.720105086835577,27.789742775834373,11.628197893262588,59.079721980870815,20.186369877886776,3.633209746438932,22.08096982512664,27.082822408708246
18.854150694829638,17.150788306076457,28.374632337237554,24.511730484693505,17.084510024415952,25.68223159136581,37.575302755793196,4.101396120619782,91.54366618053292,3.8873622469134386,4.404088984169339,21.043816021128006,31.263418532827384
16.498273145116606,18.939599666959204,28.496947568418648,22.15532267188605,16.046083861206306,19.166408856375,30.089521171288535,17.01127327662265,99.2783470793496,22.36827912437004,3.329690452579322,20.415888171325072,36.70062565330978
21.113309678617384,24.73235445443327,30.810446021726676,26.69618918014055,19.74951051333531,22.615996393438586,11.044607467381383,19.08371285976383,105.81608237370905,28.357444636703505,3.06330637534652,24.64761520185317,38.23347709409491
18.950893470663157,19.698219038440786,29.710700233966968,22.565920588586632,17.782291007202886,30.67052499405091,13.145521543438274,25.467951295170838,55.49925797090662,20.742456082156945,2.9241708575035057,21.56873341974553,30.087980963028805
20.15891989996594,19.481714347394078,35.68620299418002,23.557438728825687,19.781574443001787,27.111714313268877,6.06696754590739,23.599028522370865,88.53616747604983,16.525330236599153,3.336533416183844,23.57595379680031,30.816775697883322
17.744966343479575,16.918400022156483,33.53391455434038,24.027845903101262,18.49241896827534,14.007645406237435,27.349117513282145,9.878737436360394,61.44594812226699,20.216719766985477,3.5690173707441115,21.98758460422246,26.481102859207862
18.294000117186023,15.559778730374925,32.647351771959734,23.490831165172118,17.223671249598834,35.19986405896343,5.011580808655884,20.440849513291578,77.94680150983474,14.964091446189753,4.179560712319555,21.28284086726444,31.009547853891743
20.893812524275184,25.147061998823332,30.0571487793016,26.560566491738495,20.15249794402234,22.494381941098403,10.597953489919009,18.33497108112848,105.19797932219714,27.870786670473397,2.969574281329511,24.776944306725706,36.31341928946913
20.68403047151202,16.252322574280175,34.97579274072801,22.206185291535757,15.1866542081183,14.836351209698226,26.482741550464457,26.980814521140903,112.76887740835087,10.133880584817573,3.0948246426227044,21.784470195917706,36.29618296519345
17.513659697533054,16.231560087577243,31.57679972490367,26.163496717242747,19.71716230093811,13.96845166451418,10.286105590807198,23.862710083766267,92.90295726377114,38.73740944420128,4.3394565748294145,22.27791375120783,36.046675459267014
15.217881333660504,20.20568539919137,26.61060626759404,20.97053762776124,16.098696153586225,38.67468109282852,14.468833535278439,33.64664363184029,144.58250898372307,24.236690935987596,3.1157570223710533,20.007617621207917,50.21292203952908
15.63376074945126,20.074067117672246,31.647484052129595,20.82383571608248,17.322337979046107,25.10309025484161,14.80387662571087,19.976917692325628,134.81331010030152,30.439450497680824,3.1179356049511604,21.243250023718584,45.386664647586585
16.244905204095247,18.956245574099746,28.184942657656197,22.472267345224832,16.197753766463762,18.28276966013556,27.96464538443837,16.37423540158773,94.33345167889678,23.22466779640259,3.2058445958146473,20.457469407751486,36.042029303753466
14.890537963592651,18.735612325058092,30.656488533520626,25.959779215959017,17.679769953861058,22.19746111654447,37.89855121894299,24.010878991111966,105.99340874895422,15.494302165413588,4.159021761787034,21.79093284384594,40.933290390196525
17.648474406223333,18.25265233930129,36.473914972383014,23.01467574536024,17.44516599259203,28.245890583408396,40.69144849968805,6.4599434279591055,63.07982793768616,29.215104853319325,4.035486661068515,22.608619303442552,32.890744990632804
16.864806924702634,17.627543337067284,29.342959113837413,24.614782682678264,17.25460425018738,7.003984326960075,45.5152129475827,34.9576957726526,131.3384175294834,23.80800197234298,3.286452965456018,21.192956074029794,46.75207302960235
18.03464731088048,17.59925883449054,30.518719573604645,22.96341013997698,17.8182951383038,13.490586135488947,15.61836583050318,28.477382820471906,111.12941328491775,25.992314070920965,2.800267428874094,21.4779087349701,39.16250768804819
19.740578974987645,16.11792524655078,34.68300495369274,25.171852368516163,17.703630749194602,3.834181352552343,9.569826388806865,37.26496730138107,137.54402998911308,17.464468604167585,3.8721693263713615,22.62326255577046,41.58308415724145
18.29821540173555,21.7974202552171,25.95923137181041,25.058696283873914,17.09888037462346,28.985892065437465,31.64914156454368,5.476387336328243,104.17241012098482,27.340781307260748,3.3470272220275206,21.589023385500493,39.95015709186236
16.474604631430463,18.842887489191007,28.52328233204966,22.192231977470616,16.350336504128077,19.246500671190713,29.282928683939815,17.80607514280523,96.26164920401163,21.166850296938517,3.2176564738692877,20.431993930960054,37.36994990338146
15.16957707810873,15.643205657845398,34.79396466464046,25.423002818127877,17.9254308328136,18.546121881669933,24.682704351336998,16.660424304118294,18.567374851419608,34.82140772419887,2.922164057642855,21.58496296902932,22.53323846188455
12.080614430642955,18.257306788265307,33.72923698233788,19.06248907763712,14.509103702706163,21.07996681058737,12.269039495916054,7.923691549262809,128.02067792181109,13.807434619225363,3.809615114461747,19.449414485950964,37.75756627092436
19.518296971352775,15.100195826819204,30.996205154696366,23.894346624983495,16.195160298666085,20.241530402924223,8.011853732380974,35.96001546076408,100.06988453195737,4.205181395531915,3.8859247789557907,21.11832742105114,32.67839386603743
17.41309620952729,15.936300238928295,31.752678058728343,26.15377331959166,19.661398245688165,13.212678253527715,10.983162394994443,25.692607547456184,89.43779366345292,39.61075562694757,4.2975971203785805,22.301025437098055,34.793458893112266
21.265905560666447,17.782966873462197,32.63350926149621,23.95325171325879,17.066194126765172,29.41791971526449,34.37128305623596,11.722271440622983,77.28306765369334,21.473397702470265,3.1987212681444355,22.553965794669843,33.720586686366346
19.88246034452794,15.793613103381526,35.13274802215843,25.01064874899776,17.805574044629886,4.505545040006705,6.738730949492895,36.18756164877978,139.1174975926318,17.067017083856616,3.8960893029625003,22.5262100489916,41.387104827180295
19.088963311718576,16.949823897424775,28.218936904926633,24.920727762044088,16.892726059954413,27.23133253399331,16.3998493180333,16.681114168582205,100.9958414538186,32.54242197511191,3.585864225930894,21.267409061181958,39.02436961766925
16.17512821999305,20.188780897801134,34.463961732905695,24.701472441831463,16.50093695967214,15.623468108930583,14.206098108709368,7.900169088570736,133.55410585709805,21.129199254335973,4.033872117611283,22.756439902529138,37.46217984195891
20.961497213621843,16.090080030094526,35.50994775846707,23.680178741239928,17.778731909636164,27.643017350334883,39.000732017547755,24.258035738225715,110.66566661670782,17.197668041860478,2.655056954019664,22.603805286921254,44.69857182812064
17.845371368793536,18.197988008048792,36.359899135086366,25.72819081827909,17.657834816298532,14.188480106425994,25.83903760397673,28.315274004404248,80.69984507710906,21.088657680981957,3.2997854345427875,23.353887908378468,34.79574690211758
17.45806032234348,18.557357896869192,36.37119504934835,23.087078310881196,18.151963229971486,24.660014250628713,11.510755650886338,33.358238177529756,54.373295691561815,24.533441809713157,2.7712775567602406,23.064745347701088,27.8002110869233
17.692545962930694,20.1912135353708,33.38388190439064,25.494488811775227,16.117065072807648,20.484981428464884,14.051305198673644,46.145719317811135,98.72373054397086,12.491892324329529,3.2246456619207553,22.544322372736612,38.74282422827514
19.900479568210343,18.222790942808192,30.31369617122927,25.498424119214835,19.6778482497831,14.36396591086277,14.218488136032379,23.694003668337746,106.48634394582118,34.09295985924554,3.2579693737194106,22.622084365815574,38.90291271917304
17.865362058702903,19.168276778758806,31.171632392994315,25.21109674839669,16.935185527440794,8.462232592257903,15.644569467581631,9.357698496397964,117.14073311261619,19.353204411452058,4.058911342525614,22.196442889076785,35.18782356386282
17.102147451712142,18.53173819261933,33.65494052867363,23.67369106627407,16.979915911226527,33.46162435354174,22.7404431696641,9.905148859557238,114.98289253705018,19.05866359533073,3.937667944226539,21.92949409015385,39.79579323112057
17.41653491776331,19.603736819679387,31.42645852264557,24.971583332323895,18.594087859795973,4.47093156049545,19.37708851021261,50.85294126151402,76.86451429345402,17.755594087456743,2.785756492136026,22.485078003393138,34.31589016579018
18.85834604743723,16.980565575799737,28.54723254360649,24.657817965048388,17.13304158749074,25.882438687491067,36.31905824350194,6.394012056680408,89.785047529895,2.527069543559264,4.472931073186431,21.21462933919198,33.16780442992372
19.98971624760422,19.298097186561773,35.820956161839234,23.677406961268968,19.296120024937988,25.501133660674363,5.510599683166041,23.062456663430893,78.5019874575888,16.001509481224474,3.3553175256772203,23.56936168398348,30.641805494509782
15.110923754030908,15.743123996289608,34.4417329062895,25.261214141169724,18.083295402546025,18.584257702562788,24.575325380313394,17.697264097594726,20.883349359750543,34.86053121087835,2.916388416592347,21.47984867551743,23.799649872472166
14.781895009404847,18.41299954216124,30.61774230470713,25.995947398627447,18.09170644308195,23.705541368221777,37.11882341825072,22.78769619819921,106.68374878424301,14.138295745226177,4.021943908364209,21.71288650235463,41.35862366813392
19.238089448384027,19.589186012147437,29.166493430102665,22.617922936123627,18.334029773520854,33.890151829104084,13.977726827264158,24.89820422876529,57.87911172818296,21.335843029599697,3.0775099961217274,21.73497861595938,29.459447582387877
17.018916743108548,18.604595529921387,33.58940336395965,23.50159295224348,16.870489455127434,32.51066776885511,22.30785727085817,7.282817622732082,112.39645623985588,16.98905150210217,3.9198519566591297,21.92067056890822,40.89684830261881
11.809691125027106,18.397090634295502,33.8795789703926,18.64188707813336,14.42803451629137,23.059400117405914,12.224418775082144,8.66487634503651,125.11243313385485,12.463679900417482,3.703292734739787,19.62785021142584,37.15767414064962
16.54670567369309,17.571782220117125,34.147452996375144,23.717849532863447,19.42090206703433,39.864879638644034,23.218801377807974,26.915650307223853,111.57147687958842,23.69386171338706,3.5715976686987227,22.44139089933084,44.64150595605027
16.561719476461228,17.413217142675126,34.84958713162754,23.86928899579834,19.492311130975807,39.72687088896468,20.952097794961002,26.208736762200722,110.05155415725483,23.92301715888465,3.5856567219692246,22.517588821532705,44.227416720659285
17.67198835287908,16.41816154880737,31.50001705311223,26.065862249206067,19.555660081594606,12.648318556485439,11.697294898311895,23.064431377372077,99.79000980142192,38.98363085995003,4.282772546796919,22.210032230919186,35.44037659953781
20.414562320865127,18.91316543233081,30.994783318534136,26.202981156226397,19.842287045581195,19.0384127231371,33.13424408291669,24.717436290254405,69.39092016471278,31.92211313259601,2.7050063724417,23.314093225374876,35.95895124431366
20.112710258120398,21.064971961254507,29.54975214734755,26.51648482172396,13.917345967669876,6.836232457584922,23.669456257614407,18.621448058807196,102.35968511512166,23.262312683916313,3.0900398281363213,22.313138855919913,34.76323114232381
21.42973978726998,19.920395708262276,38.26977750145092,26.20045850001388,18.54950167605651,20.718823908514704,20.7530014933493,37.02037512031054,106.37065575727311,12.86212244662267,4.27186259784736,24.656834830458028,40.02117544455427
16.807903660920328,18.089517125328086,29.55356249347656,24.90506974059793,18.380165643110946,14.145577159265244,14.526224097396014,21.55863820008602,73.06606749899768,19.475381168427333,4.0226761929616845,21.59554679822896,29.489519486054256
18.35167515612839,18.518573167371954,34.31907231002639,23.055497293910264,22.990444293021312,17.099801742577508,16.692790929689334,28.941842184821613,111.2771106902466,25.70004738663978,2.6185532085996748,23.275656216844816,39.54582860403298
15.575325356323695,20.261310343542526,26.82513663566709,21.17953676376122,16.26860469818709,37.85634029077416,14.547174717248579,33.603996603001384,135.88647326579286,24.819742711715875,3.111381077630474,19.858620426055886,51.49557028358747
17.584383520486387,16.461368129818833,32.976009125161035,24.01552194730513,17.585660092263765,23.996920027251814,18.737195893420797,23.019599267095174,75.7853464741969,24.347847998104196,3.3103851336760446,21.54802970658358,34.39321154000795
16.964901449120095,17.754632144730376,29.332604570818084,25.43017078517891,18.46836176407329,13.231679128823513,13.53566090085749,21.00134971594626,79.08748009778266,18.24634641133929,3.9635865257451544,21.69978398391141,28.866648931643773
16.54665142695849,18.309978417754447,34.24235766341993,26.589445014228566,17.676002697327387,10.90873817000113,18.91576976583761,11.902404350104241,48.28476425213189,20.156452347174813,3.76976705815006,22.633149945904368,22.827045213041746
17.105330146459213,18.0061629903003,30.040179478062782,24.77573671773782,18.31618755906253,13.872158090559306,14.885850968921309,22.637447640163153,76.77533104913334,19.42673383749272,4.130069615971678,21.604548067480636,28.95159614933866
21.1885463462482,17.413544636973583,35.130938808451326,22.68804691588379,18.930132406768216,22.6933053464632,28.318283292494467,11.274718390359704,57.58712217614821,24.440070812279014,3.0039745038918224,23.183395093857538,29.06027607018965
20.913782758401325,16.58816150399047,30.54898337756816,23.036052720099793,14.99335545957501,19.177841068240276,31.183652492058325,38.752211824266,106.99337002785768,4.3566605532621026,3.515539948594831,21.179672758147603,39.00013696904279
17.095284724347067,14.734884261283279,33.9844530537523,21.853597656973808,19.055876099337002,7.324295382769066,-0.7175684612834214,21.92742500637029,108.97501912482967,18.30156514762676,3.991001376214219,21.247942125741,31.47933110864635
17.587652842407085,19.786053561673327,31.12824164158533,24.89514236172987,18.777495122434452,3.9896819226094493,20.60253137571185,52.43965766634687,73.94783492459115,17.236865525070126,2.8661842396166843,22.43866289290512,34.44671311858048
18.158446018471015,15.604987806737377,32.08101781160211,23.314510818558293,17.285195767042676,34.844353487671675,7.1399749466085,19.771737989498746,80.69469378277809,14.055995659651657,4.278582251401629,21.439451789262527,31.35623437061803
16.75973745743412,15.964370719970676,30.340010457551113,21.235012903589652,18.164412934749024,20.797803426303467,23.24333017623857,15.81237498875966,78.2362284722596,5.299502116981809,3.8636385141034313,20.366052510732878,28.525834996385267
20.237811885367265,15.774613350713054,35.305980400675644,22.599461708955594,15.039492135608684,15.04987711737046,26.402381318852065,28.686071918296207,113.4208897347254,10.759173211466207,3.0757943728555475,21.959546392838153,37.49650785705866
21.736782092603736,17.442460225391166,31.498658490679887,24.036076394796122,18.493308550499496,23.334741864888798,1.2318338232443715,32.02710595470367,137.64017593492034,23.003529427662514,3.469097632370062,22.62987167040476,43.63824812270672
15.658783630572533,20.03880173260363,31.197557946892562,25.31024267020833,16.664629498506724,11.647071709640281,29.166198488194553,32.24801791749501,103.4612268363442,10.022632153316666,3.6496412270089214,21.93222877260761,37.161644050275825
21.813132150122595,17.214428770933164,31.709603558836875,23.300616775909415,18.625123984260075,22.649238990657416,-0.4943002655995186,33.10271506260016,140.9243733241564,21.024432258204342,3.595216027211687,22.72752440160122,43.02333316514596
15.58322544780017,18.071393456450966,29.896609331842534,24.765712158975404,19.882656717956806,16.670649983743,23.325150131335814,23.012211312187954,32.83224764114132,34.879430790718274,3.527648803865444,21.615650255026583,27.9319525359248
16.634808255080195,15.624855427676104,31.887900364571625,26.25458114420142,19.444184882022338,22.852349674924618,19.011820127525393,20.200817689571807,73.84206672131535,18.369693471686812,4.141753500533589,22.14159247431318,31.061943250648866
18.361270183967857,19.108827125257772,32.80332495522471,24.2386486534634,16.775022406895932,10.073603936236692,32.332608641665416,14.212858151026362,52.52376841229465,14.046627726659608,3.1997886457604343,22.30027520886701,25.373082821671932
18.72550616436368,19.54702284478685,31.474191373525233,25.091472765379663,19.1503618388252,23.560290702007123,39.018804871049696,11.529618640100523,85.6078239732681,29.753428641978328,3.302347269468442,22.736047958213277,38.847056781681026
20.407875992540966,15.770041883639559,35.754380226136874,22.485518407167035,15.352579200149089,11.166657800463128,25.587133241019572,26.483517950456108,112.15342127002764,10.619866198602871,3.077986939301367,22.00950418025733,37.12483602145982
18.603753265020543,19.172950412520876,32.774568924894965,24.125146125485266,16.626334917200793,9.618332860535823,32.15085131918523,17.533687195001637,47.7094182345255,14.457465492965135,3.1351198046299293,22.306528064369076,24.600656313939748
17.306525487544896,15.85734511968163,37.87033886163252,22.605952056474482,16.660546683264602,15.534485129229937,23.607937321658763,10.3301963199642,116.8367726492756,30.32750335214025,2.739459541772896,22.219563683883237,39.02932739744048
17.31244720447488,17.53191911965307,29.683678979394323,25.290623464350006,13.208931472332045,28.762242119564167,34.577419274710444,-1.937651194565574,135.8949469210424,23.312362514281464,4.1572100176555615,20.604879578647566,44.058845873345845
19.36523071176988,18.294018170433873,29.981652648511425,25.335463298967866,19.65712245980883,14.86247183978566,12.988473023401546,21.212912838011555,106.99427943229672,35.335815089315524,3.390954882167821,22.70146573331661,39.998874460874845
